0.0217;5.13702;-1.21212;-0.00879;-0.81818;0.00054
0;1.59003;-2.69697;-0.00163;0.33333;0.03223
-0.00651;2.20158;-2.60606;0.00326;0.45455;0.01343
0.01085;1.71234;-2.9697;-0.00358;1.24242;0.00322
0.01953;3.42468;-2.84848;-0.00489;0.54545;-0.00806
0.06509;2.81313;-1.18182;0.00456;-0.45455;0.02095
0.11933;3.18006;-1.81818;0.00521;-0.33333;0.02202
0.09329;0.24462;-3.78788;0.00033;-0.27273;0.00537
0.10414;-1.34541;-2.87879;0.00163;0.48485;-0.00322
0.11716;-2.32389;-2.30303;0.00586;0.63636;0.00054
0.0282;-3.18006;-2.57576;-0.0013;0.48485;0.02202
-0.04122;-8.19477;-1.54545;0.00358;1;0.01665
0.0217;-3.79161;-1.66667;0.01596;-0.60606;0.00376
0.02387;-0.12231;-2.69697;0.00489;-1.36364;0.02793
-0.00434;2.81313;-3.24242;0.00065;-0.69697;0.02632
-0.01953;3.54699;-1.63636;0.00944;-0.60606;0.00806
-0.05641;-0.85617;-1.87879;0.00977;0;0.01289
-0.03688;1.71234;-1.87879;-0.00228;1.60606;0.0188
-0.04773;1.59003;-2.27273;0.00033;1.15152;0.00537
0.05858;2.32389;-3.63636;0.00358;1.21212;0.00215
-0.10414;1.71234;-3.90909;0.01205;0.57576;-0.01074
-0.11282;0;-3.27273;-0.00847;-1.51515;-0.00967
0.03905;0.73386;-3.63636;-0.00586;-0.87879;0
0.01085;0.12231;-2.81818;0.00163;-0.21212;-0.01343
0.00434;-1.46772;-1.81818;-0.00847;-0.9697;-0.01074
0.13018;-3.79161;-2.63636;-0.01987;0.21212;0.01021
0.04339;-1.10079;-2.75758;-0.00879;-0.60606;0.00054
-0.01085;2.32389;-2.63636;0.0013;-1.30303;0.01611
0.03254;0;-4.24242;0.01824;-0.48485;-0.00215
0.06075;2.81313;-4.12121;0.00847;0.45455;-0.02363
0.01302;-2.20158;-2.63636;-0.00163;-0.21212;-0.00859
-0.01736;-6.84936;-1.48485;0.0114;0;0.00483
-0.03471;-2.93544;-1.39394;-0.00098;0.18182;0.00269
-0.04339;-1.59003;-1.51515;-0.00098;-0.15152;0.00483
-0.0217;-5.74857;-2.63636;-0.01368;-0.06061;0.00483
-0.00434;-6.23781;-3.90909;-0.00716;-0.75758;0.00376
0.04773;-2.93544;-2.27273;-0.00619;-0.24242;-0.0043
0.08678;-1.95696;-1.9697;-0.00293;0.60606;-0.00107
0.14102;0.12231;-2.69697;-0.00163;-0.66667;-0.00483
0.08678;0.24462;-2.33333;-0.00391;0.39394;0.00591
0.05858;-3.6693;-1.33333;-0.01433;-0.39394;0.02578
0.09763;2.93544;-2.18182;-0.01498;-0.81818;0.0231
0.01953;3.05775;-2.72727;-0.00033;-0.27273;-0.01665
-0.06509;0.97848;-3.06061;-0.01042;1;0.00537
-0.06292;0;-3.15152;0.00423;0.57576;0.02148
0.00651;-1.2231;-2.93939;-0.0013;0.33333;0.00645
0.00651;-1.83465;-2.48485;0.00261;-0.9697;0.00913
-0.04122;-0.73386;-3.15152;-0.00358;-0.9697;0.00591
-0.05207;-0.24462;-2.72727;-0.01107;-0.48485;-0.0043
0.01085;-1.95696;-1.0303;-0.01433;0.0303;-0.00161
-0.10197;-4.52547;-1.66667;-0.01368;0.09091;0.00376
-0.08461;1.34541;-2.18182;-0.00065;0.57576;0.01128
0.00651;-4.40316;-1.51515;0.00195;-0.15152;-0.00537
-0.01302;-6.60474;-2.42424;0.00261;0.06061;0.00645
0.00434;-6.48243;-2.54545;-0.00098;0.39394;0.01987
-0.08027;-1.34541;-2.57576;-0.0013;-0.18182;0.00483
-0.01953;1.10079;-1.63636;-0.00033;0.21212;0.00483
-0.03688;-0.73386;-2.42424;-0.0101;-0.0303;-0.00376
-0.05858;-2.20158;-2.33333;-0.0114;0;-0.00859
-0.01085;-1.71234;-2.18182;0.00293;0.9697;-0.01128
0.05641;0.36693;-2.84848;-0.00684;0.78788;-0.01235
-0.0499;-0.73386;-3.15152;-0.00749;1.15152;-0.00161
-0.02387;1.71234;-3.93939;0.00033;-0.69697;0.01343
0.07811;-0.12231;-4.15152;0.00261;-0.06061;0.0188
-0.03905;-2.32389;-3.09091;-0.01596;0.42424;0
-0.1215;1.34541;-2.78788;-0.00847;1.15152;-0.00806
0.07594;0.12231;-2.48485;0.00098;0.51515;0.00967
0.15621;0.73386;-3.63636;0.00358;-1.48485;0.01396
0.1215;-5.99319;-2.87879;0.0101;-1.21212;0.01343
0.01085;-2.4462;-1.78788;-0.00293;-0.15152;-0.00698
0.06943;-4.28085;-1.93939;-0.01498;0.24242;-0.00537
-0.10414;-6.97167;-1.81818;-0.00326;-0.63636;0.00376
-0.08027;-4.28085;-2.33333;0.00489;-0.27273;0.02363
-0.05424;-4.77009;-3.0303;-0.00521;0.75758;0.01182
-0.06292;-1.10079;-2.30303;0.00098;-0.87879;0.01128
0.03037;-0.61155;-2.27273;0.00521;0.69697;0.00698
-0.04556;-2.56851;-0.60606;0.0101;0.78788;0.00215
-0.01085;-7.70553;-1.72727;0.0013;0.69697;-0.00376
0.0217;-6.84936;-1.90909;0.00749;1.24242;0.00645
-0.08461;-1.46772;-1.78788;0;0.0303;0.00376
-0.0499;0.85617;-1.36364;-0.0127;-1.18182;0.00161
0.07594;-1.59003;-2.42424;-0.01107;-0.72727;0.02363
0.13451;-0.73386;-1.87879;-0.00456;-0.36364;0.00483
